Author,uTime,Text
Abu Al Mujahid,1578261626,"ধরষকর ও জন য এদশ তদর অপরধর বচর হব ন  কনত শষবচরর দন তদর কও বচর এর মখমখ হত হব ত এট তর ভল যচছ মধযযগয় নরপতত বযবসথ , মরদনড ভঙ পরশসন  বচর ত দর থক, মমল করল কছদন পর এই বনটর ফযমলক হতযর হমক দয় ফনও অসব সবই সমভব বরতমন বলদশ এ এক অদভত চরবলত অটক গছ লখ শহদর অতমতযগ অরজত বলদশ দন দন রষটরয় বযরথ সসটম এর বলদন হচছ হজর সবপন একজন নগরক এর নরপতত পরদন রষটরর দয়তব অচছ ঠক কব রষটর অমদর নরপতত দত পরব সমভব কভব যখন রকষক এ ভকষক হয় যয়, এইত কছদন অগ খলন রলসটশন জঅরপ পলশ এর কয়কজন সদসয মল এক নর ক ধরষন করল, হয়ছ ক তদর বচর অবর রসতয় পলশ থকই হচছ বইক অটকনর ধনদয়, অনযকছ নয় তদর মযথবযথ কর ও ক লভ এদশ ত অনযয় অবচর এর পরতবদ কররও কন সযগ নই  এমন হয় গছ য পকট এ ফন টক পয়স নয় রত রসতয় বর হল এই ভয় লগ ন য ছনতইকর  টকই নয় নব, ভয় লগ কখন য পলশ ধর ঝমল কর নয় নয় নক তর অমদর মবন দর নরপতত দব কভব"
Shuvo Islam,1578318170,"বলদশ ক Stockholm Syndrome এ আকরনত  ১৯৭৩ সল অগসট মস সইডনর রজধন সটকহম অবসথত Sveriges Kreditbank বযক একট অপহরণর ঘটন ঘট JanErik Olsson নমর একজন পলতক আসম বযকর ৪ জন করমকরতক ৬ দন ভলটর ভতর আটক রখ পরয় ৭ লকষ ডলর, একট গড় এব তর একজন সঙগর মকত দব কর এই ঘটনয় বনদ Elisabeth Oldgren কলসটরফবয়ত আকরনত হল Olsson তক পশ একট খল যয়গয় যওয়র অনমত দয় পরবরতত Oldgren সহ আটকদর অনকই Olsson এর পরত কতজঞ হয় ওঠ এব তকই তদর তরণকরত ভবত শর এব উদধরকর পলশ বহনক বপদজনক মন করত শর কর তর Olsson এর দবদওয়র পরতও সহনভতশল হয় পড় বনদদর এইভব তদর দরবসথর জনয দয় বযকতর পরত সহনভতশল হয় পড়ক মনবজঞনর নম দন Stockholm Syndrome. এই আওয়ম সবরচর, নজর কষমত ককষগত কর রখত রসটরয় অরথ বযয় কর এক নজরবহন ভটডকতর নরবচন করছ  বধয করছ পর আমল এব পলশ বহনক অসৎ হত তরণ সমজ যত বকষদধ ন হয় উঠত পর, তই বশববদযলয়গলত ছতরলগর মধযম তরসর রজতব কয়ম করছ অথচ এদশর অনক মনষই এখন ভবছ য হসনই হয়ত তদর রকষ করব আর তই আওয়মলগর তর দনব ছতরলগর হত কযমপস আবরর নহত হল তর ববম ছট যয় গণভবন বচরর আশয় সড়ক দরঘটনয় নহতদর কষতরও একই বযপর ঘটত দখ গছ যদও সড়কর অবযবসথপনর মল শজহন খন হসনর অনযতম সহচর তই মন হয়, বলদশর অনক মনষই আজ Stockholm Syndrome এ ভগছ কনত এই সবরচরর পকষ ক আদ নজর সবরথ তর এই পটয় বহনর নরমল সমভব কব তর ক আদ সই লকষয আছ আবররর মতযর পর ক কযমপস সনতরস বনধ হয়ছ যদ তই হব, তহল ডকসত হমল হল কন বয়টর কছ অকতভয় শকষরথ সদন যদ সসটভর ফটজ দখল ন নত, তহল আবররর হতযকরর ক আসলই বচরর সমমখন হত ডকসত হমলর পর সসটভর ফটজ হরয় যওয় ক সই আশঙকক সতয পরমণ করন সমভবন কম হয়ত, তব আমর ত আশঙক হচছ পর ভডও ফটজ এডট কর দয়ট নরদর ঘড় চপয় দয়র একট চষট হতও পর বলদশর মনষক একট সবধন দশর নগরকর সবদ পত হল এই Stockholm Syndrome থক মকত হত হব হসনর কছ বচর চওয় বনধ করত হব সকল সমসযর মল য এই সবরচর, ত সপষটভব বঝত হব সবরচরর সথ এব তর দসরদর সথ সকল লনদন বনধ করত হব সবরচর বরধ সকল শকতক ঐকযবদধ হত হব আর কন বকলপ নই"
শুভঙ্করের ফাঁকি - Shuvonkorer Phaki,1578466677,Money is better than honey Chetona.  Provide translation to Bengali
Muhammad Talut,1578539210,"লখছন জজ শওকত হসন, লখট ভল লগছ বধয় শয়র দলম একজন বচরক মযজসটরট হশব অসখয রপসট এব ভকটমর জবনবনদ আম গরহন করছ তছড় আমর একডমক পড়শনও Criminology এব Criminal Psychology নয় পশগত এব একডমক অভজঞত থক আম Rape, Rapist, Victim এব এই সমপরক গনমনসততয বষয় কছ লখ পরয়জন মন করছ বলই এই দরঘ লখ ... Continue Reading"
Gazi Tanbir,1578073935,
Muhammad Talut,1578030915,
Md Sakib Hasan,1578479234,Campus Recruitment of EEE and CSE Graduate of BUET by Huawei Technologies BD Limited  Provide translation to Bengali
Nasrul Islam Shohan,1578458940,"জতয় পরযয়র একট পরতষঠন এভব পয়স খরচ কর বজঞপন দয় ভট চয় বড়চছ  কন এক আনতরজতক পরতযগতয় সমমন বয় আনব এই আশয় এট শধ য এবরই হচছ, ত নয়, নয়মতভবই হচছ এই ববরতকর অবসথ থক উততরণর উপয় ক জনসবর এই ধরন কই পওয় যয় এধরনর কজর নতক ভতত ও আইন ভতত নয়ও পরশন আছ বয়টর সথ সরসর সমপরক নই, তব বয়টর অনকই এই কজগলর সথ সশলষট আছন ধরন করছ আশ কর আপনদর কও বযপরট বযখয করর চষট করবন  Provide translation to English"
Gazi Salahuddin,1578507853,"পরণত দনয়ট কমন বদল যচছ দখছ সবই শধ নজর চনত কর আমর বনধ বলল, মনষ নজর চনত করত ন কন সময় আম বললম, একট সময় ছল যখন কউকউ নজর চনত করত ন কর জনম হয়ছল শধ অনযর সব করত এইরকম একট ঘটন আমদর গরম ঘটছল গলপ শনব ... Continue Reading"
নুর ইসলাম,1578091487,"Anyone applied for B1B2 visa to USA recently I am applying for my mother and brother, I absolutely dont see any appointment available as and when I logged in last month or so. What is the deal here  Provide translation to Bengali"
Santanu Santu,1578544940,পসট ঢক এয়রপরট কসটমস আমর একট ছট বলটথ ইয়রফন আটকয়ছ ফডকসর মধযম শপড হয়ছ ওর বলছ য ২০০০২৫০০ এর নচ হউয়র কন সমভবন নই কসটমসর চরজ আর সথ ফডকসর সরভস চরজ ৮৫০ এখন ৩৫০০ টকর বলটথ ইয়রফনর জনয যদ আবর ৩৫০০ টকর কসটমস চরজ লগ তইল ত খবই ফপর পড় গলম কউ ক উদধর করত পরবন এখন থক  Provide translation to English
মুহম্মদ আতিকুল হক,1578491843,সময়ক পসট বরশল থকব বহসপতবর থক শনবর বয়ট এর ভই বন থকল চ খতম  Provide translation to English
Sadman Fakid,1578510156,
Md Zahidur Rahman,1578535179,"সনআবরর ফউনডশন নরযততদর চকৎস পরদন Sony Victim Support  ছট ভই Md Lutfor Rahman এই পরকলপনর কথ উপসথপন করছ  আম পরসতবন পরপর সমরথন করছ এব বরতমন অবসথর পরপরকষত timecritical পরসতবনটর পরয়জন বযখয করত চই  ধরন, আবররর মরমনতক মতয হয়ন  অকটবর ৬৭ তরখ পর ঘটনট ঘটছ, কনত ডকতর এস অলকক ভব আবরর ক জবত পয়ছ  ওক হসপতল ভরত কর হয়ছ, আমর সবই মল ফনড কলকট করছ  তনমস চকৎসর পর ময়র বক আজ ফর গছ আবরর ন, ত ঘটন, এক আবরর শহদ হয়ছ, এক ময়র বক চরতর খল হয়ছ কনত ভল গল চলব ন, আর অনক আবরর নরযতত হয়ও হত রড নয়, শররক এব মনসক বভনন কষত ও কষতর শকর হওয়র পরও জবন যদধ চলয় যচছ  আমর ক তদর চকৎস কর পরপর সসথ কর তলর কথ চনত করব ন রজনতক এব ragging এর নরযতন সহয ন করত পর কত সন, কত আবরর পরকশল হওয়র সবপন ভল বয়ট থক পলয় কনরকম বচ থকর মধযই জবনর অরথ খজ নত বধয হয়ছ গত বর বছর শধ এক সনর ববম চখর জল ফলন, কত সন মখ বজ থকছ লজজয় এব সমজকতর ভয় তদর বরদধ অনযয়র পরতবদ করত পরন আমর এমন এক দশ বস কর, যখন ময়দর পরত অনযয় এর পরতবদ ময়র করল তক নসরতর মত আগন পড়য় মর ফল হয় ভবষযতর নরযততর সপরট আমর নশচয়ই করব ইনশললহ, কনত অতত আর বরতমন যর সই নরযতনর শকর, এই বয়টই এখন পশচকতর নরব সকষ হয় আছ, তদর জনয চলন আমর সবই হত বড়য় দই পরতযক নরযতত ছট ভইবন অনককই আমর চনজন পরতযকর জনয চকৎস খরচ অনমন কর আলদ fundraise করত পর  পরতট আবরর আর সন ক তদর শরর ও মনর নরযতনর চহন চরদনর জনয মছ দত সহযয কর"
Md. Forkan Uddin,1578226726,"FORUM 86  35 YEARS OF FRIENDSHIP The Palace Resort  Spa,bahubal, hobiganj Date 0305 jan 2020 . Love to share with members of ARIPATA  Love u BUET  Love U Buetians  . We r a big family  বয়ট আড়পত শন   Provide translation to English"
শাহেদ মুহাম্মদ,1578396228,"দইট বয়টয়ন সটরটআপ iFarmer ও Nitex আছ এই লসট অভননদন Shuvo Rahman. Accelerating Asia, a Singapore based venture capital fund and startup accelerator program that invests in highgrowth preSeries A startups from across the region, has formally announced its second cohort of 10 startups today, said a press release published on its website. Out of 10 startups in Accelerating Asias second cohort of startups, 5 are from Bangladesh. The rest of the companies come from Australia, Indonesia, Malaysia, Myanmar, and Singapore Source httpsfuturestartup.com"
Sarowar Hossain,1578367165,"চৎকর কর ময় দখ কতদর গল যয়, আমদর শধ মমবত হত নরব থকর দয়  Provide translation to English"
Mursalin Habib,1578505485,"ফসবক সকরল করত করত করত হঠৎ নচর ছবট দখলম মন পড়ল ১৫ তম পযনলর কছ একট রপরট দছলম, তর পজটভ  নগটভ কছ বলর পরয়জনও বধ কর নই সই পযনল থক ৫ জন আবর ১৬ পযনলও আসছ অবসথ একইরকম তই ভবলম একট নচর গলপট শয়র কর  Provide translation to English"
