Author,uTime,Text
Zohirul Kaium Upol,1577989628,"একট গলপ ১ বচত হল করণ থকত হয় থকত হয় অনপররণ, থকত হয় লকষ ... Continue Reading"
Rajan Saha,1577973785,"১১ঘনট আগর পসট, ১৫পযনলর এডমন যর আবর ১৬পযনলর এডমন এসছন,তদর কছ জনত চচছলম ১৬এডমন পযনল ইলকশন চলকলন দট অনকঙকষত ঘটনর বযখয,কউই উততর দয়র পরয়জন মন করনন রপসট করলম এখন উললখয,এই দট ঘটনর সরহ ন হওয় পরযনত আম এডমনর কন কজ করযত অশ নচছ ন আপতত আগর পযনলর এডমন,যর এইবর আবর এডমন হয়ছন তদর দষট আকরষণ করছ Fahim Alam Tahmeed Hossain Faisal Mahmud Fahim Faisal Raunaq Sumit Paul পসটর লক httpsm.facebook.comgroups368809433220789viewpermalinkid2290296201072093"
Md Mizanur Rahman Khan,1578164543,অশলন কব একদ অভকষপত এক অশলন কব ছল এই অশলন মন Indecent ন এই কবর গয় দওয় কন শল ছল ন তই স নজক ঘষণ দয়ছল অশলন কব ... Continue Reading
Sobuj Khan,1578039171,"এইবরর বইমলয় আমর ইচছ করল সনআবররক নয় একট বই পরকশ করত পর বইয়র শরত সন এব আবররর মতযর বরণণ থকবযহত বয়ট পরশসন সন সমত সধ সনর মতযর বরণণ লখন এব এখন পরযনত আবররক কন সতমভ হয়ন,সজনয বল দজনর কথ শষ আপনদর লখগল থকব লখর ধরণ ক ক হত পর ১সনআবরর আনদলন যর জড়ত ছলন,তর আনদলনর সময়কর সতয কথগল লখবনআনদলন বধদনকরদর কথগল উললখ করবন এব এরকম সনতরসর নপথয কহন গল যদ পরন,তল আনবন লখয় ২যর সনআবররক নয় আপনর অনভত গল, সট গলপকর,ছড়য়,কবতয় যভব ইচছ, লখন ৩যর সনআবরর সকলরশপ সকম নয় কজ করত চন,আপনর আপনদর চনত শল গল লখয় নয় আসন,এগল অনতত বইটত থকল ভবষযত বসতবয়ন সহজ হয় ৪ছতর নরযতনর ঘটন এব রযগ এর ভয়বহ অতযচরর শকরএসব তল ধরত পরন কভব লখবন আপন আড়পতত আপনর নতনপরন লখর শরত হযশটযগ যকত কর এই পসটর কমনট লক আকর দবন এব লখগল সমপদন কমট বছই কর এব পরয়জন আপনর সথ যগযগ কর এডট করব লখ জম দয়র শষদন ২০ জনয়র ২০২০,এরপর আর লখ জম নয় হব নযদও এত অলপসময় বই পরকশ কর কঠন,তবও চষট করযদ সময়র সবলপতর করণ বইমলয় পরকশত ন হয়,তব বয়ট এই বইয়র পরকশত হব বইয়র পরচছদ আপনর ২০জনয়র ২০২০এর মধয বইয়র পরচছদ আমদর দত পরন,যখন সন এব আবররর বষয় ট যন থক বইয়র নমকরণ ক হব সমপদন কমট ঠক করব অথব আপনর পরসতব দত পরন কর সমপদন করবন আম কর সথ যগযগ করন এখন,যগযগ কর এখন নমগল যকত করছ তহল এই বইমলয় সনআবররসমরণ বই বরচছ,আপন লখ দবন নশচয়ই"
Md Mizanur Rahman Khan,1578339098,"সনআবরর ফউনডশন সকলরশপ পরগরম  এপরযনত যতগল scholarship আইডয় এসছ, সবগলই করয়টভ এব বসতবয়ন যগয বল আম পরপর সমরথন জনচছ সকলরশপ বষয়ক অনকগল আইডয় পরথম থকই মথয় ঘরছল, তর মধয দট শয়র করব একট বৎসরক, অনযট পরতযগতমলক এব ছতরছতরদর জনয কলযণউননয়ন মলক শষরট নয় আলদ পসট দব ইনশললহ গরব এব মধব ছতরছতরদর জনয বৎসরক সকলরশপ সকলরশপ শবদট মন হলই একথট পরথম মন হয়, এট কনভবই একট করয়টভ আইডয় নয়, কনত এর পরয়জনট এত বশ, আশ কর তত কর দবমত থকর কথ নয় বশষত বয়ট নতন যর কলস শর করছ ব করব, তদর জনয এট সবচয় জরর বল আমর মন হয় কন গরব  মধব ছলময়গল বয়ট এ এস জবনযদধ এব এঞজনর পড়শনর খরচ পরথম হড় হড় টর পই টউশন আর কচ এর জগত হরয় গয়, পড়শন করর সময় ন পয় পরথম টরমএ খরপ রজলট কর কমপটশন থক পছন পড় যয় এব পড়শনর motivation একসময় হরয় ফল তরপর একদন পড়শন কর ভল ইঞজনয়র ন হয় বয়ট এর সটডনট হসব পরইভট এব কচ সনটর এর টউটর হওয়কই রটরজর জনয লভজনক বল মন করl করণ পরবরএর অসখয timecritical চহদ মটনর জনয ৪৫ বছর অপকষ করর মত অবসথ তদর থক ন এরপর একসময় এই গরবমধবর অলপ পরশরম বশ সযগ  সবধ পওয়র রজনতক টপর শকর হয় যয়  য অলপবয়স ছলট এতদন ববময়র এব নজর অপরসম কষট পড় পড় খট মনষ হয় বড় হয়ছ, তক দনর পর দন brain wash কর একসময় নত এব মনবক গণবল থক দর সরয় কষমত এব লভর সগর ভসয় দয় হয়  এদরক দয় রঙন চশম এদরক অনধ কর দয় এদরক monster  বনন সবচয় সহজ আবররর হতযকরর এর জবলনত উদহরণ আবররর পরবর শধ দনয়ত আবররক হরয়ছ, আবররর পরণর বনময় যত পরণ বচল, এর জনয আবরর এব পরবরট যদ কনদন এই কষণসথয় পথবত বচর নও পই, আললহর কছ তদর জনয রয়ছ শহদ পরসকর  কনত আবরর এর হতযকর এই পরবরগল, ওদর ববমর কথ কউ ভবছন ক এই গরব মধব ছতরর ইঞজনয়র ন হয় ক আবররর খন হত চয়ছল মধব ছলক নয় অনক সবপন দখ এই ববময়র ক দনয় এব আখরত সব হরনর জনয ছলক বয়ট এ পঠয়ছলন এই কথ গল সববই জন, তরপরও বলছ করণ আম বশবস কর, আবররর খনদর ক খন বনন হয়ছ আসন আমর সবই মল গরবমধব ছতরছতরদরক ফননসয়ল এব মরল সপরট দই ওর যন পলটকল victim আর ন হয় চলন আমর সবই মল political violence এর একট rootcause eliminate করত সহযয কর গরবমধব ছতর ছতরদর জনয পরতবছর contribute করর জনয donations এর অভব হবন বল আমর দঢ় বশবস  আমর অনকই আছ right candidate খজ বড়ই এইখত বৎসরক যকতও দয় সমভব বল contributor পওয় আর সহজ সকলরশপ এর জনয এপলকশন ফরম তর কর সবইক জনত হব  মধতলক, একডমক পরফরমনস, রজনতক অসমপকতত সকলরশপ কযনডডট দরক বধ দত হব আমর চনদরনথ এর মনষ মনষর জনয থক অনক procedure follow করত পর "
ফরিদপূর,1577985824,pure বনদন httpswww.facebook.commdgolamrabby.khan.7videos980897145611894  Provide translation to English
Md Mizanur Rahman Khan,1577895706,httpswww.facebook.comkuet.me.memevideos454723491888470
"The Institution of Engineers, Bangladesh (IEB)",1578033605,"একই স খটত আজ এসছ নতন ছল শধ সই সদনর আম নই রশদ হল ৫০০৬ এ দরজর বম পশর এই বছনর পরথম আবসক ছলম আম দরঘ২৭ বছর পর আবর সখন বসলম মন হয় এইত সদন এখন আশ পশর ঘর থক পরচত বনধর বড়য় আসব মহউদদন খলদর কযমরয়  ছবর মশর ব লঙগ আমর ছল ন, শধ খটট আর ওই দয়ল জনল  Provide translation to English"
Bangladesh Infrastructure Innovation & Development Expo and Dialogue,1578214154,"উদযকত সপতহ ২০২০ আমদর উদযম বয়টয়ন দর পলযটফরম  বয়ট আড়পত শন ত অনক উদযকত আছন, যদর কথ মথয় রখ ১৬তম এডমন পযনল থক আমর চলত সপতহ ক উদযকত সপতহ হসব উদযপন করর পরকলপন নয়ছ আপনদর সবধরত আমর উদযকত দর একট কমন ফরম দত চই, পরথম আমদর দয় পয়নটর তথযগল দয়, তরপর খব অলপ কথয়  আড়পত সটইল লখ দত পরন আপনদর উদযকত জবনর অভজঞত গলপ৷ এর সথ অবশযই লখবন, আমদর পলযটফরম উদযকতদর আর এগয় দত ক ক করত পর  নটওয়রক, মনটর, টরন ইতযদ ইতযদ আপনর কন কন বষয় নয় সটরগল করছন তও শয়র করত পরন চইল সদসযর নম  বযচ  পরতষঠনর নম  কজর ধরন পরকত কনসলটনস কনসটরকশন  অনযনয কজর কষতর  সথপতয  ইঞজনয়র  সট পলযন  অনযনয পরতষঠনর বয়স   পরতষঠন এর রজষটরশন এর বয়স ট উললখ করবন পরতষঠন কতজন করমরত আছন  পরতষঠনর ঠকন   শধ এলক জল দশ উললখ করবন পরতষঠনর ধরন  পরপরইটরশপ  পরটনরশপ  লমটড কমপন আপনদর দয় এই তথযগল, আমদর মইন ডটবজ ক সমদধ করব, আর আপনদর এত এত মলযবন অভজঞত আমদর ছট ভই বনদর অনক এগয় নয় যব, যর উদযকত হওয়র সবপন দখছ পরতযক উদযকত একট কর পসট করবন, পরসঙগক ছবসহ সবর সবধরত উদযকতর কয়কট সজঞ এখন দয় দচছ, আপনর চইল, যর যর ভরশন দত পরন আপনর লখয় আপনদর অভজঞত আর পরমরশর ভততত, বয়টয়ন উদযকতদর  নয় আমদর পরকলপন থকছ খব শঘরই, তর থকন Definition 1 Entrepreneur ব উদযকত হলন একজন বযকত যন একট বযবস সগঠত এব এর বযবসথপন করত পরয়জনয় ঝক নন এব আরথক মনফ ও অনযনয অনরথক পরসকর লভ করন Definition 2 Entrepreneur ব উদযকত হলন একজন বযকত যন এক ব একধক বযবস গড় তলন এব মনফ লভর আশয় আরথক ঝক নন Definition 3 Entrepreneur ব উদযকত হলন একজন বযকত যন শধ একজন করমচর হসব কজ ন কর একট বযবস অরথয়ন এব পরচলন করন এব উদযগর সব ঝক ও পরসকর অনধবন করন"
Muhammad Talut,1578501415,একজন কষযপট বলদশ   Provide translation to English
Mohammad Sharif Ullah,1578397255,"Need help post, I dont know mich about group rules. Therefore, admin can delete if irrelevant. I need to send some USD 350 from Bangladesh to india on or before friday through online credit card. I do have credit card and its foreign part is open also. However, I have failed to send. Is there anyone who can help me or let me know where how can I get the support Back in our time, 20062011, couple of guys in Shahid smriti hall used to provide this service. Is there anyone who provides such service now Thanks in advance."
Muhammad Talut,1578393416,"শর বল হলর ৫১০ ন রম থকতম ৫ জন এর মধয তক,মক১৮ নয়মত রতজগ পড়শন করত আম ১১১২ টর মধয ঘময় যতম সটর সময় ছড় বই ধর হত ন আবরর ভইক য রত নরমমভব হতয কর হয় ঐদনও তড়তড় ঘময় পড়ছলম সকলবল আমর আগ ঘম ভঙছ তক  রফত,আইপই১৮ এর আম শয় শয়ই শনলম ওর ক যন বলবল করছ তক বলল,হল মন হয় কন বড় একট ঘটন ঘটছ বড় ঘটন মন ... Continue Reading"
Maniruz Zaman Sarker Mohan,1577797998,"হত তলন কর কর আমর মতন পএসস, জডস পশ ন কর বয়ট পশ করছন, আজকল ত এগল ভবই যয় ন   Happy New Year 2020   Provide translation to English"
Jamuna Television,1577879616,"সনআবরর সকলরশপ ১ কভব কজ কর যত পর আপনর মতমত জনন পলজআম জন,ফনড কন বযপর ন,বযপর হল বসতবয়ন এব কন কষতর কদর নয় কজ করব, সটইতমধয এক ছট ভইয়র সথলৎফরআলপ হয়ছ য এইধরনর কজ সথ জড়তআর চনদরনথ ভইয়র মনষর জনয ফউনডশনর মধযমও কর যবচইল এহসন নজম ভইয়র অকর ইনটরনযশনল সটর মধযমও কর যব এখন আপনদর মতমত জনত চচছআপনর আগম ৭দন বযপ মতমত জনত পরন,ইনশআললহ, করযকরম শর হব দই তন মসর মধয নববরষর শভচছ, সথ থকন বদর মতমতপরমরশনরদশন কমনট দবন পলজ"
Mithun O,1577667238,"দর দবপবসন  ৪৫  হসন মশরক  ডসমবর ২০১৯, মরলযনড, ইউএসএ দর দবপবসন  ৪৪ এর পর থক সমনক জড়য় ধর অনককষণ কদল অরপত  মন হল যন সমনর কধ গল পরল, দজনক আলদ করর উপয় নই  অনক পর আচল চখ মছ অরপত বলল, আজ আমর অনক সখর দন, সমন  তম যখন আমর অনমকয় ঠট ছয়ল, মন হল যন আমর শররর পরতট বনদত বদযৎ বয় গল  খব ভল লগছ, তমক একট গন শনত ইচছ করছ  উততরর অপকষ ন কর, খক কর গল পরষকর ... Continue Reading"
Saiful Haque Misha,1577923122,"আবরর ফহদ সকলরশপ বষয়ক ভবন  আবররক হরনত আমর ক বয়টর সবচয় মধব ছতরক হরয়ছ ব সবচয় দরদর মধব ছতরক আবরর হতযকণডর সবচয় বড় কষত ক একজন মধব তড়ৎ পরকশলক হরন উততর হব ন বর আবররক খন করয় আমর হরয়ছ একট সহস, পরতবদ কণঠক, মতযর আগ সমজক যগযগ মধযম যর শষ দইট সটটযস আপডট ছল বলদশ বষয়ক যখন একই শকষ পরতষঠনর বশরভগ ছতরছতর দশ নয় কছ বলত, লখত এমনক এই ধরণর লখয় লইক দতও ভয় পয় ব দবধ কর, তখন নরযতকদর লয়নস ডযন শর বল হল বস আবরর একর পর এক পসট দয় গছ বলদশ নয় আবররর লখয় পনর কউসকর হসব ঠক ন ভল, তর চইত গরতবপরণ হচছ, এককট সটমপর বড়, সকপ রপএর বড়, আর মশর টননর রডর বড় নজর শরর নয় তর বদল আবরর মকত দয় গছ বয়টর অনগত ছতর ছতরক নরযতনর হত থক নশচত করছ, বয়ট ১ম বরষর শকষরথদর কযফত যওয়র অধকর, হফ ওয়ল বসর নযযয অধকর আমদর সমজ পরপকর ব দশপরমক মনষর অভব আছ এট আম বশবস কর ন আম মন কর, আমদর সমজ বড় অভব সহস মনষর আমদর সমজ দরদর ছতর অনক থকত পর, দরদর মধব ছতরদর বতত অপরতল হত পর, কনত কছ হলও চল আছ, কনত সমজ সহস মনষর কন রকগনশন নই তই আম মন কর, আবরর সমরণ সকলরশপ দয় উচত, সতয ও নযয় পরতষঠয় সহস ভমক ও অসমনয অবদন রখ একজন শকষরথক, পরয়জন এই শকষরথ বয়টর বইররও হত পর এই পদকর নম রখ যত পর, আবরর ফহদ সহস পদক ব আবরর ফহদ মকত পদক পরত বছর অকটবর মসর ৭ তরখ এই পরসকর দয় হব এর আগ এই গৰপ এডমন নরবচনর মত কর মননয়ন আহবন কর হব এব পর মননয়ন পরপতদর মধয থক পরকশয বযলটর মধযম পরসকর পরপতক নরবচন কর হব পরথম বছর আবরর ফহদ হতযর সসটভ ফটজ উদধর যর অবদন রখছ ব যর নয়মতনতরকভব আনদলন কর ভসডএসডবলউক বধয করছ ৫ দফ দব আদয়, তদরক দয় এই পদক পরদন শর হত পর এগল আমর একনতই নজসব ভবন গঠনমলক আলচন ব সমলচন পরতযশ ধনযবদ"
,1577750346,"বছরর শষ দন পরবস বলদশ Masud Karim Khan ভইয়র দরণ একট সকষৎকর নজর জবনর সথ তরণদর জনয দক নরদশন, খব সহজসরলভব উপসথপন অভননদন ভইয়... সহজসরল কথগলর গরতব এই সমজর সবখন ছড়য় যক এই অভযসট চরকল থকক আমদর তরণ বয়স তথয সহজলভয ছল ন, কমপউটর সবর নগল ছল ন, ইনটরনট ত হসবরই বইর এখন তথযপরযকতর যগ, ইচছ থকল পথব হতর মঠয় এটর সঠক বযবহর কময নতন পরজনমর কছ অনক সময় কম বয়স ছলময়র সনয়রদর সট লইফ দখ ঈরষনবত হয় কনত কন কছই রতরত হয়ন সনয়রদর সফলযর পছন কঠর পরশরম ছল আমর ববর দওয় দট মলযবন উপদশ শয়র কর এক. য কজ তম আজক কর ফলত পর, সট কলকর জনয ফল রখ ন দই. সব সময় একট লকষযর দক আগব, চলর পথ যত বধবঘন আসক ন কন, লকষয থক চখ যন ন সর সততর সঙগ এ দট জনস করত পরল সফলয আসবই httpswww.kalerkantho.comprinteditionoboshore20191231856815"
Daily Jugantor,1578219059,Can we say anything close to this for BUET No  Provide translation to Bengali
Md Mizanur Rahman Khan,1578379782,"বযট আড়পত শন ব আড়পত শধ BUETIAN দর জনয, জমতশবর মকত অনয BUETIAN দর যগ কর যব, Database এ তথয দত হব তথয দয়র লঙক goodotglslashbAXKmJ নন বষয় নরবচত admin পরষদর সদধনতই চড়নত লখমনতবয দওয়র জনয কছ নয়মবল সকষপ নচ দয় হল পরণ নয়মবলর জনয আড়পত ৫.৩ দরষটবয নতমল গরপর ফইল দয় আছ ০ নজর লখমনতবয চলব, কছ share করল সথ ১০০ শবদর নজসব বযখয দওয় উচৎ আড়পতয় moderation control নই, লখমনতবয তই নজসব ববচন পরয়গ করন ১ নয়ম ভঙগ edit, delete, warning ও ban আছ ২ লখমনতবয সমপরক অভযগ জনয় পরষদর সদধনতর অপকষ করন সদধনত পছনদ ন হল যকত দন, পনরববচনর আবদন করন ৩ আড়পতর লখমনতবযscreenshot লখকরপরষদর অনমত ছড় বইর দওয় কময নয় ৪ আড়পতর ঘটন নয় আড়পতর বইর আকরমণতমক লখমনতবযআচরণ কময নয় ৫ বয়টর classপরকষsessional বরজনপছনর, PLছট বড়নর তৎপরত কময নয় ৬ বলদশর অসততববরধ কন গষঠর বরদধ নজরBUETIAN এর ছড় অনয কর লখমনতবয দয় উচত নয় ৭ বলদশর দলয় রজনত নয় রজনতক সমরথকদর মত কর পরচরধরম লখমনতবয দয় উচত নয় বয়ট চতবরর রজনত নয় আলচন চলত পর জতয় গরতবপরণ বষয় ব রজনতকআদরশতততবক বষয় আলচন চলত পর ৮ সনরদষট ধরমরসমপরদয়র পরচরকরঅনসর হসব কন পরচরধরমশরষঠতবদবকর সমলচনমলক লখমনতবয দয় উচত নয় কন ধরম পরবরতকর জবনত পরশসনয় ব তরটবচযত কছ থকল সগল নয় সপরশকতর আলচন কর উচত নয় কন ধরমর আভযনতরন নন বতরক ও ধরমগরনথ সমহর নন বন উদধত কর আলচন উচত নয় বমরতভব ধরম বষয়ক তততবক আলচন চলত পর, তব কন ধরমর সপরশকতর কন বষয় নয় আলচন সমচন নয় ৯ কন জবনচরণজবনদরশনর গঠনমলক সমলচন চলত পর তব অনসরদর হনসত কর উচত নয় ১০ নগনতঅশললত পরযয়র কন লখমনতবযছবচলচচতর দয় উচত নয় ১১ সদসযদর কউ কউক block কর আকরমনতমক কছ কর উচত নয় ১২ কউক বযকত আকরমণ, ইঙগতউপধ যকত কর trolling, শররক আঘতর ভয় দখন উচত নয় ১৩ বয়ট জবনর বইরর বযকতগত ঘটন নয় কউক অভযকত কর লখমনতবয দয় উচত নয় ১৪ জনগরতবপরণ পশর কর পশগত অসতত নয় সসপসট পরমণসহ লখমনতবয চলত পর ১৫ কন সদসয ব বয়টর সমমনত কউক নয় বদরপতমক লখয় চনত পরর মত তথয থক উচত নয় ১৬ বয়ট চতবর সঘটত অনকঙখত ঘটনবলত নম ধর ঘটন বরণন কর উচত নয় ১৭ শরণপশধরমবরণলঙগএরপ বষয় মনহনকর সধরণকত লখমনতবয দয় উচত নয় ১৮ যনরসতমক লখয় লঙগপরজনম নরবশষ শলনতর সম বজয় রখ বঞছনয় ১৯ অসবসতকর ইঙগতর মধযম কউক থমন ব শতরভবপনন কর তল উচত নয় ২০ অপরধর শসত কটয় ফর আসর পর সই অপরধর কথ তল উতযকত কর উচত নয় ২১ কযচল ন কর যকত পরদরশন কর উচত আকরমনতমকবদরপতমক আচরণ পরহর কর উচত বয়ট আড়পত নতমল৫.৩ লক httpswww.facebook.comgroupsOverheardAtBUETpermalink1649246845177035hc"
"The Institution of Engineers, Bangladesh (IEB)",1578316862,অপরতরধয অগরযতরয় বলদশ  Provide translation to English
Shariat Rahman,1419380944,"সটডও ৪১৩ থক  ভঙচর বহ পরন একট কমপউটর, গম খল একবর ছবড় বনয় দয় হয়ছ কসঙয়র এক পশ খল, পরয়ই এট সট সযজন বয়জন মরমত ইতযদ করর সবধরথ ধলময়ল জম সটর চহর হয়ছ দখর মত দখত খরপ হলও এক দয় কজ ভলই হয় মলক পয়ল ওএস বশষজঞ, পরসস টরসস অপটমইজ কর ক ক যন করগর ফলয় রখছ, করশ করর আগ দরঘকষণ পরণ গতত চল সমপরত ইনসটল কর হয়ছ কক ওয়ক, ফরট লপস আর সউনডফরজ কতথক জগড় কর হয়ছ জরণ এক মইকরফন তখনকর দন এট খব সলভ ছল ন আর লগন আছ আনকর নতন এক সউনডকরড বযস, হয় গল সটডও ৪১৩, রমর নমবরর সথ মলয় রখ নম সটডওর খবর এক দই জন কর ছড়য় গল কয়ক হল নজরল হল থক চল এলন লয়ন ভই, নজর অযলবম বর করবন তক সমলত যথষট বগ পত হল তব পয়লক তন গরর সমমন দতন, কছ অসমভব আবদর কর ছড় আর কন হমবতমব করনন নজর কমপজ কর কছ গন বযনডর গয়কক দয় রকরড করল পয়ল তক খব সনতষট মন হল ন খজ পড়ল দয লজনড সজয়দর তন তখন পরয় অনতরল, নপল ফর যবর সব পরসতত মটমট নয় ফলছন কনত সটডওর কথ শন আগরহভর এগয় এলন এক এক রকরড কর হত লগল মন মতন সব নপল, বল, হনদ গন দদন আগও যক দর আকশর তর মন হত, সই সজয়দর সথ বনধর মত ঘনষঠ হয় উঠলম আমর কজন গনগলর একশ আম সডত রইট করয় রখছলম কলর পরকরময় সগল কথয় হরয় গছ অনতত গত একযগ আম তই জনতম আমর সঙগতপরম ছট ভই সটক কন এক শভকষণ হরডডসক কপ করছল গত সপতহ পরয় অকজ একট পরটবল ডরইভ থক যদমনতরবল সগল বরয় এল আড়পতর যসব সদসয সজয়দর গন শননন, তদর জনয কলউড অযপর লক দয় দলম নপল গন কথ কছ কছ বঝ যয় এই পর যজঞ আমর ভমক ছল খবই সমনয য অযকসটক গটরট গনর ফক ফক শন যচছ সট ছল আমর কমদম সধরণ একট বদযযনতর সজয়দর হত পড় ক অসধরণ হয় উঠছল, সট সমনসমন ন শন বঝ যব ন, এই ভঙগ মইকরফনর রকরডয় ত নয়ই Sujay Shrestha Pial Mmh"
Ahmed Javed Jamal,1578413689,"উনর নমঅধযপক জবইদ নসরন,ঢক বশববদযলয় ছতর পড়ন,সথ শঢছলদরও পড়তন উনক ছতরলগ নতরর মরধর করছ জব,এর আগ রজশহত শকষকক শছলর পনত ফল দয়ছল,বয়ট ছতর পটয় হতয করছলএগল দখও অনক অশবডমবর অক মলত বলন ঘটনর ববরণ মহমমদ রফক ভইয়র পসট থক ছতরলগ নতকরমদর হত মরধর ও লঞছনর শকর হয়ছন ঢক বশববদযলয়র নবজঞন বভগর সহযগ অধযপক ড. জবইদ নসরন বঙগমত শখ ফজলতননছ মজব হল গত রববর সনধযয় এ ঘটন ঘট জবইদ নসরন ওই হলর সহকর আবসক শকষক এ ঘটনয় তন সমবর বশববদযলয়র উপচরয, শকষক সমতর সভপতসধরণ সমপদকসহ হলর পরধযকষ বরবর লখত অভযগ করছন জন গছ,ছতরলগরপরতষঠবরষকর শড় বতরণ নয় রববর সনধযয় হল শখ দই পকষর সঘরষ হয় মরমর থমত এগয় যনঅধযপক জবইদনসরন ওই সময় তকও মরধর ও লঞছত করন ছতরলগর নতকরমর এ বষয় অধযপক জবইদনসরন বলন, শড় নয় ছতরলগর দই পকষর মরমর অভযনতরণ বষয় কনত হলর হউজ টউটরহসব আমদর দয়তব হল কউ আকরনত হল তক সভ কর ক কন দল কর, সট আমদর দখর বষয় নয় কনত সখনএকজন শকষক হসব ছতরর আমর গয় হত তলছ ঘটনর সষঠ বচর দব কর তন বলন, তদর মরধরর করণ আমর ঘড় ফল গছ এব আমর পয় পরচণড বযথ আম এখনচকৎসধন পরশসনর কছ বচর দয়ছ আম এ ঘটনর তদনত সপকষ সষঠ বচর ও নরপতত চই বঙগমত শখ ফজলতননছ মজব হলর পরধযকষ অধযপক ড. জকয় পরভন বলন, আমর কছ অভযগ কর হয়ছ এ ঘটনয় তনসদসযর একট তদনত কমট গঠন কর হয়ছ এ বষয় জনত চইল ঢক বশববদযলয় শকষক সমতর সভপত অধযপক ড. এএসএম মকসদ কমল যগনতরক বলন, আমর অভযগ পয়ছ এট উপচরযর কছ পঠন হয়ছ সষঠ তদনত কর এ বষয় পরশসনক বযবসথ নত বল হয়ছ এ বষয় ঢব পরকটর গলম রববন যগনতরক বলন, অধযক জবইদ নসরনক মরধর ও লঞছনর ঘটনয় তদনত কমটক তনদনরমধয রপরট দত বল হয়ছ এ বষয় উপচরয অবগত আছন তন এটক গরতবসহকর দখর নরদশ দয়ছন বল জনন পরকটর পরসঙগত ছতরলগর পরতষঠবরষকর শড় বতরণ নয় ঢক বশববদযলযর ফজলতননছ মজব হল রববর দই পকষ মরমরর ঘটন ঘট এত ছতরলগর হল সসদর বহরকরড় বষয়ক সমপদক পপয় আকতর, হল সসদর সমজসব সমপদক ইসরত জহন ইত ও মল রণ আহত হন পরতযকষদরশর জনন, ছতরলগর ৭২তম পরতষঠবরষক উপলকষ করমদর মধয শড় বতরণ করন হল ছতরলগর সধরণ সমপদক রওনক জহন রইয়ন ওই সময় ছয়জন শড ন পয় রম চল যন হল ছতরলগর সহসভপত সলসবল খন তদর ডক ছয়ট শড় দন এত কষবধ হন রইযন পর তদর দপকষর মধয কথ কটকট হয় এরপর পরয় ঘণটখনক সলগনপলট সলগন ও দফয় দফয় মরধরর ঘটন চল রওনক জহন রইযন কনদরয ছতরলগর সবক সভপত রজওযনল হক চধর শভনর অনসর আর সলসবল ঢক বশববদযলয ছতরলগর সধরণ সমপদক সদদম হসনর অনসর"
ডা. মনীষা চক্রবর্ত্তী,1577834638,Any comments  Provide translation to Bengali
Zahid Rahman,1578383756,ওনর কছ আমর নতক পড়ত চই আপনর সদধনত ক  Provide translation to English
Shompa Hai,1578375329,"Engineering কড থক শর কর যর যর পরযকটস করছন সবর জঞন ফইল,,, Desafiando a física, a Matemática, a Gravidade, a Engenharia, o Espaço, o Tempo, a Nasa, Einstein e o Espírito Santo  Provide translation to English"
Aminur Rahman Nasim,1578155650,"অদভত উটর পঠ চলছ সরভ পরথমআলর সরভ অনযয়, তরণর রজনতক পরবশ নয় সনতষট কনত নরপতত নয় শঙকত এইট কভব সমভব একট দশর রজনত এব রসটর ঠক থকল, কন যদধ ন চলল, দশ নরপদ থকব, এটই ক সবভবক ন এই জরপ ক সঠক হওয় সমভব মনষ ক শঙকহনভব নজদর মতমত দত পরছ আমর বনধদর কছ পরশন আপনর ক ভট দত পরছন যদ ন পরন, তহল রজনত নয় সনতষট কন আবরর, নর, রশদ, সহল, ফরব, ফরকদর মত যর দশর পকষ কথ বলত যয় বশববদযলয় কযমপস মর খচছ, তদর সথ রজনত নয় সনতষট তরণদর পরথকয কথয় নরর যসব দবদওয় নয় কথ বলছ, যমন নরপদ কযমপস, ব যসব ঘটনর পরতবদ করছ, যমন মদর সমপরদয়ক রজনত  এইসব বযপর আপনদর ক দবমত আছ যদ দবমত ন থক, তহল আপনর রজনতক পরবশ নয় কভব সনতষট সরভ বলছ, তরণর অরথনত নয়ও সনতষট এদক শকষত জনগষঠর মধয পরথমশরন পওয় ৩৪ বকর বযঙকগলর অবসথ ভয়বহ লকষ কট টকর উপর খলপ ঋণ সরকরর উচচহর লনর করণ শলপয়ন হচছন কতরমভব বযকর সদর হর নয়নতরণর য চষট চলছ, তত আমনতর উপর লভযশ ব সদর হর ঋণতমক হয় যব অরথৎ, আপন বযক আজ একলকষ টক রখল, ২ বছর পর আরও কম ফরত পবন adjusted Real value . দশর সবরচর শসনবযবসথ ক আপনদর চনতশকতক অবশ কর দয়ছ ত ন হল এরকম বপরতধরম উততরর করণ ক"
